Property_Index,SalePrice,Investment_Score,Risk_Score,ROI_Potential,Gross_Yield,Estimated_Rent,Recommendation,Recommendation_Reason
1336,135000.0,54.2,0,0,9.6,1080.0,HOLD,Monitor for better entry point
1337,52500.0,52.7,15,10,9.6,420.0,HOLD,Monitor for better entry point
1338,200000.0,66.2,0,30,9.6,1600.0,CONSIDER,Value-add opportunity with good potential
1339,128500.0,64.2,0,20,9.6,1028.0,CONSIDER,Value-add opportunity with good potential
1340,123000.0,54.2,0,0,9.6,984.0,HOLD,Monitor for better entry point
1341,155000.0,66.2,0,30,9.6,1240.0,CONSIDER,Value-add opportunity with good potential
1342,228500.0,66.2,0,30,9.6,1828.0,CONSIDER,Value-add opportunity with good potential
1343,177000.0,50.2,30,10,9.6,1416.0,HOLD,Monitor for better entry point
1344,155835.0,66.2,0,30,9.6,1246.68,CONSIDER,Value-add opportunity with good potential
1345,108500.0,48.2,30,10,9.6,868.0,AVOID,High risk or poor return potential
1346,262500.0,74.2,0,45,9.6,2100.0,BUY,Solid investment with good risk-adjusted returns
1347,283463.0,66.2,0,30,9.600000000000001,2267.704,CONSIDER,Value-add opportunity with good potential
1348,215000.0,54.2,0,0,9.6,1720.0,HOLD,Monitor for better entry point
1349,122000.0,49.2,30,10,9.6,976.0,AVOID,High risk or poor return potential
1350,200000.0,58.2,0,10,9.6,1600.0,HOLD,Monitor for better entry point
1351,171000.0,59.2,0,10,9.6,1368.0,HOLD,Monitor for better entry point
1352,134900.0,61.2,30,30,9.600000000000001,1079.2,CONSIDER,Value-add opportunity with good potential
1353,410000.0,60.2,0,15,9.6,3280.0,CONSIDER,Value-add opportunity with good potential
1354,235000.0,54.2,0,0,9.6,1880.0,HOLD,Monitor for better entry point
1355,170000.0,59.2,0,10,9.6,1360.0,HOLD,Monitor for better entry point
1356,110000.0,58.2,0,10,9.6,880.0,HOLD,Monitor for better entry point
1357,149900.0,61.2,0,15,9.600000000000001,1199.2,CONSIDER,Value-add opportunity with good potential
1358,177500.0,49.7,15,0,9.6,1420.0,AVOID,High risk or poor return potential
1359,315000.0,66.2,0,30,9.6,2520.0,CONSIDER,Value-add opportunity with good potential
1360,189000.0,50.2,30,10,9.6,1512.0,HOLD,Monitor for better entry point
1361,260000.0,66.2,0,30,9.6,2080.0,CONSIDER,Value-add opportunity with good potential
1362,104900.0,48.2,30,10,9.600000000000001,839.2,AVOID,High risk or poor return potential
1363,156932.0,66.2,0,30,9.600000000000001,1255.4560000000001,CONSIDER,Value-add opportunity with good potential
1364,144152.0,61.7,15,30,9.6,1153.2160000000001,CONSIDER,Value-add opportunity with good potential
1365,216000.0,54.2,0,0,9.6,1728.0,HOLD,Monitor for better entry point
1366,193000.0,54.2,0,0,9.6,1544.0,HOLD,Monitor for better entry point
1367,127000.0,50.7,15,0,9.6,1016.0,HOLD,Monitor for better entry point
1368,144000.0,61.7,15,30,9.6,1152.0,CONSIDER,Value-add opportunity with good potential
1369,232000.0,66.2,0,30,9.6,1856.0,CONSIDER,Value-add opportunity with good potential
1370,105000.0,50.2,30,10,9.6,840.0,HOLD,Monitor for better entry point
1371,165500.0,59.2,0,10,9.6,1324.0,HOLD,Monitor for better entry point
1372,274300.0,55.2,0,0,9.600000000000001,2194.4,HOLD,Monitor for better entry point
1373,466500.0,66.2,0,30,9.6,3732.0,CONSIDER,Value-add opportunity with good potential
1374,250000.0,66.2,0,30,9.6,2000.0,CONSIDER,Value-add opportunity with good potential
1375,239000.0,66.2,0,30,9.6,1912.0,CONSIDER,Value-add opportunity with good potential
1376,91000.0,49.2,30,10,9.6,728.0,AVOID,High risk or poor return potential
1377,117000.0,58.2,0,10,9.6,936.0,HOLD,Monitor for better entry point
1378,83000.0,49.7,15,0,9.6,664.0,AVOID,High risk or poor return potential
1379,167500.0,66.2,0,30,9.6,1340.0,CONSIDER,Value-add opportunity with good potential
1380,58500.0,39.7,55,10,9.6,468.0,AVOID,High risk or poor return potential
1381,237500.0,64.2,0,20,9.6,1900.0,CONSIDER,Value-add opportunity with good potential
1382,157000.0,59.2,30,30,9.6,1256.0,HOLD,Monitor for better entry point
1383,112000.0,59.2,30,30,9.6,896.0,HOLD,Monitor for better entry point
1384,105000.0,49.2,30,10,9.6,840.0,AVOID,High risk or poor return potential
1385,125500.0,60.2,30,30,9.6,1004.0,CONSIDER,Value-add opportunity with good potential
1386,250000.0,54.2,0,0,9.6,2000.0,HOLD,Monitor for better entry point
1387,136000.0,59.2,30,30,9.6,1088.0,HOLD,Monitor for better entry point
1388,377500.0,72.2,0,45,9.6,3020.0,BUY,Solid investment with good risk-adjusted returns
1389,131000.0,59.2,0,10,9.6,1048.0,HOLD,Monitor for better entry point
1390,235000.0,54.2,0,0,9.6,1880.0,HOLD,Monitor for better entry point
1391,124000.0,58.2,0,10,9.6,992.0,HOLD,Monitor for better entry point
1392,123000.0,58.2,0,10,9.6,984.0,HOLD,Monitor for better entry point
1393,163000.0,59.2,30,30,9.6,1304.0,HOLD,Monitor for better entry point
1394,246578.0,61.7,15,30,9.6,1972.624,CONSIDER,Value-add opportunity with good potential
1395,281213.0,66.2,0,30,9.600000000000001,2249.704,CONSIDER,Value-add opportunity with good potential
1396,160000.0,58.2,0,10,9.6,1280.0,HOLD,Monitor for better entry point
1397,137500.0,60.2,30,30,9.6,1100.0,CONSIDER,Value-add opportunity with good potential
1398,138000.0,57.2,0,10,9.6,1104.0,HOLD,Monitor for better entry point
1399,137450.0,50.2,30,10,9.6,1099.6000000000001,HOLD,Monitor for better entry point
1400,120000.0,59.2,30,30,9.6,960.0,HOLD,Monitor for better entry point
1401,193000.0,66.2,0,30,9.6,1544.0,CONSIDER,Value-add opportunity with good potential
1402,193879.0,66.2,0,30,9.6,1551.032,CONSIDER,Value-add opportunity with good potential
1403,282922.0,72.2,0,45,9.6,2263.376,BUY,Solid investment with good risk-adjusted returns
1404,105000.0,48.2,30,10,9.6,840.0,AVOID,High risk or poor return potential
1405,275000.0,61.7,15,30,9.6,2200.0,CONSIDER,Value-add opportunity with good potential
1406,133000.0,64.2,0,20,9.6,1064.0,CONSIDER,Value-add opportunity with good potential
1407,112000.0,54.2,0,0,9.6,896.0,HOLD,Monitor for better entry point
1408,125500.0,59.2,30,30,9.6,1004.0,HOLD,Monitor for better entry point
1409,215000.0,61.2,0,15,9.6,1720.0,CONSIDER,Value-add opportunity with good potential
1410,230000.0,66.2,0,30,9.6,1840.0,CONSIDER,Value-add opportunity with good potential
1411,140000.0,69.2,0,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
1412,90000.0,58.2,0,10,9.6,720.0,HOLD,Monitor for better entry point
1413,257000.0,66.2,0,30,9.6,2056.0,CONSIDER,Value-add opportunity with good potential
1414,207000.0,59.2,30,30,9.6,1656.0,HOLD,Monitor for better entry point
1415,175900.0,61.7,15,30,9.6,1407.2,CONSIDER,Value-add opportunity with good potential
1416,122500.0,50.2,30,10,9.6,980.0,HOLD,Monitor for better entry point
1417,340000.0,54.2,0,0,9.6,2720.0,HOLD,Monitor for better entry point
1418,124000.0,58.2,0,10,9.6,992.0,HOLD,Monitor for better entry point
1419,223000.0,58.2,0,10,9.6,1784.0,HOLD,Monitor for better entry point
1420,179900.0,59.2,0,10,9.6,1439.2,HOLD,Monitor for better entry point
1421,127500.0,49.7,15,0,9.6,1020.0,AVOID,High risk or poor return potential
1422,136500.0,61.7,15,30,9.6,1092.0,CONSIDER,Value-add opportunity with good potential
1423,274970.0,74.2,0,45,9.600000000000001,2199.76,BUY,Solid investment with good risk-adjusted returns
1424,144000.0,58.2,0,10,9.6,1152.0,HOLD,Monitor for better entry point
1425,142000.0,59.2,0,10,9.6,1136.0,HOLD,Monitor for better entry point
1426,271000.0,54.2,0,0,9.6,2168.0,HOLD,Monitor for better entry point
1427,140000.0,59.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
1428,119000.0,68.2,0,30,9.6,952.0,CONSIDER,Value-add opportunity with good potential
1429,182900.0,64.2,0,20,9.6,1463.2,CONSIDER,Value-add opportunity with good potential
1430,192140.0,66.2,0,30,9.600000000000001,1537.1200000000001,CONSIDER,Value-add opportunity with good potential
1431,143750.0,50.7,15,0,9.6,1150.0,HOLD,Monitor for better entry point
1432,64500.0,50.2,30,10,9.6,516.0,HOLD,Monitor for better entry point
1433,186500.0,54.2,0,0,9.6,1492.0,HOLD,Monitor for better entry point
1434,160000.0,54.2,0,0,9.6,1280.0,HOLD,Monitor for better entry point
1435,174000.0,70.2,0,30,9.6,1392.0,BUY,Solid investment with good risk-adjusted returns
1436,120500.0,55.2,0,0,9.6,964.0,HOLD,Monitor for better entry point
1437,394617.0,66.2,0,30,9.600000000000001,3156.936,CONSIDER,Value-add opportunity with good potential
1438,149700.0,68.2,0,30,9.6,1197.6000000000001,CONSIDER,Value-add opportunity with good potential
1439,197000.0,55.2,0,0,9.6,1576.0,HOLD,Monitor for better entry point
1440,191000.0,59.2,30,30,9.6,1528.0,HOLD,Monitor for better entry point
1441,149300.0,61.7,15,30,9.6,1194.4,CONSIDER,Value-add opportunity with good potential
1442,310000.0,66.2,0,30,9.6,2480.0,CONSIDER,Value-add opportunity with good potential
1443,121000.0,50.2,30,10,9.6,968.0,HOLD,Monitor for better entry point
1444,179600.0,66.2,0,30,9.6,1436.8,CONSIDER,Value-add opportunity with good potential
1445,129000.0,58.2,0,10,9.6,1032.0,HOLD,Monitor for better entry point
1446,157900.0,74.2,0,45,9.600000000000001,1263.2,BUY,Solid investment with good risk-adjusted returns
1447,240000.0,54.2,0,0,9.6,1920.0,HOLD,Monitor for better entry point
1448,112000.0,59.2,30,30,9.6,896.0,HOLD,Monitor for better entry point
1449,92000.0,59.7,15,20,9.6,736.0,HOLD,Monitor for better entry point
1450,136000.0,54.2,0,0,9.6,1088.0,HOLD,Monitor for better entry point
1451,287090.0,66.2,0,30,9.600000000000001,2296.7200000000003,CONSIDER,Value-add opportunity with good potential
1452,145000.0,61.7,15,30,9.6,1160.0,CONSIDER,Value-add opportunity with good potential
1453,84500.0,66.2,0,30,9.6,676.0,CONSIDER,Value-add opportunity with good potential
1454,185000.0,66.2,0,30,9.6,1480.0,CONSIDER,Value-add opportunity with good potential
1455,175000.0,54.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
1456,210000.0,55.2,0,0,9.6,1680.0,HOLD,Monitor for better entry point
1457,266500.0,70.2,0,30,9.6,2132.0,BUY,Solid investment with good risk-adjusted returns
1458,142125.0,59.2,0,10,9.6,1137.0,HOLD,Monitor for better entry point
1459,147500.0,59.2,0,10,9.6,1180.0,HOLD,Monitor for better entry point
