MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice,TotalBsmtSF_bin,YearBuilt_bin,YearRemodAdd_bin,LotArea_bin,BsmtFinSF2_bin,Decade,PropertyAge,AgeGroup,LogSalePrice,IsRenovated,IsCulDeSac
20,RL,13500,Inside,1Fam,7,1960,1975,BrkFace,1080.0,1602.0,235000.0,Very High,Low,Low,Very High,Very Low,1960,60,Mature (50-100),12.367345048436391,1,0
30,RM,11340,Corner,1Fam,5,1923,1950,Wd Sdng,0.0,1200.0,125000.0,High,Very Low,Very Low,High,Very Low,1920,97,Mature (50-100),11.736077016252437,1,0
50,RL,9600,Corner,1Fam,5,1924,1950,Wd Sdng,0.0,572.0,79000.0,Very Low,Very Low,Very Low,Medium,Very Low,1920,96,Mature (50-100),11.277215789596893,1,0
20,RL,7200,Inside,1Fam,7,1950,1950,Wd Sdng,0.0,0.0,109500.0,Very Low,Low,Very Low,Low,Very Low,1950,70,Mature (50-100),11.603688960617083,0,0
60,RL,12003,Corner,1Fam,5,2009,2010,VinylSd,0.0,774.0,269500.0,Low,Very High,Very High,High,Very Low,2000,11,Recent (10-20),12.504327379899443,1,0
60,FV,12552,Corner,1Fam,5,2004,2005,VinylSd,0.0,991.0,254900.0,Medium,Very High,High,Very High,Very Low,2000,16,Recent (10-20),12.448630513463613,1,0
60,RL,19378,Corner,1Fam,5,2005,2006,VinylSd,0.0,1392.0,320000.0,Very High,Very High,Very High,Very High,Very Low,2000,15,Recent (10-20),12.676079399771027,1,0
20,RL,11120,CulDSac,1Fam,6,1984,1984,Plywood,0.0,1232.0,162500.0,High,Medium,Medium,High,Very Low,1980,36,Established (20-50),11.998439434579149,0,1
60,RL,13688,Inside,1Fam,5,2003,2004,VinylSd,0.0,1572.0,412500.0,Very High,High,High,Very High,Very Low,2000,17,Recent (10-20),12.929993908996359,1,0
20,RL,12182,Corner,1Fam,5,2005,2005,VinylSd,0.0,1541.0,220000.0,Very High,Very High,High,High,Very Low,2000,15,Recent (10-20),12.301387370778713,0,0
45,RL,5500,Inside,1Fam,6,1956,1956,MetalSd,0.0,882.0,103200.0,Low,Low,Very Low,Very Low,Very Low,1950,64,Mature (50-100),11.544433821905134,0,0
40,RM,5400,Corner,1Fam,7,1926,2004,MetalSd,0.0,1149.0,152000.0,High,Very Low,High,Very Low,Very Low,1920,94,Mature (50-100),11.931642378754141,1,0
190,RL,10106,Inside,2fmCon,7,1940,1999,Wd Sdng,181.0,644.0,127500.0,Very Low,Very Low,High,Medium,Very Low,1940,80,Mature (50-100),11.755879486687116,1,0
20,RL,10708,Inside,1Fam,5,1955,1993,Wd Sdng,768.0,1617.0,190000.0,Very High,Low,Medium,High,Very Low,1950,65,Mature (50-100),12.154784614286667,1,0
60,RL,10562,Inside,1Fam,5,2007,2007,VinylSd,0.0,1582.0,325624.0,Very High,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.693501691489768,0,0
60,RL,8244,Inside,1Fam,5,2004,2004,VinylSd,0.0,840.0,183500.0,Low,Very High,High,Low,Very Low,2000,16,Recent (10-20),12.119975396053194,0,0
20,RL,16669,Corner,1Fam,6,1981,1981,Plywood,0.0,1686.0,228000.0,Very High,Medium,Medium,Very High,Very Low,1980,39,Established (20-50),12.337105293891872,0,0
50,RM,12358,Inside,1Fam,6,1941,1950,MetalSd,0.0,720.0,128500.0,Very Low,Very Low,Very Low,Very High,Very Low,1940,79,Mature (50-100),11.763691965388299,1,0
20,RL,31770,Corner,1Fam,5,1960,1960,BrkFace,0.0,1080.0,215000.0,Medium,Low,Very Low,Very High,Very Low,1960,60,Mature (50-100),12.278397958261774,0,0
160,RL,5306,Inside,TwnhsE,7,1987,1987,HdBoard,215.0,1064.0,239000.0,Medium,High,Medium,Very Low,Very Low,1980,33,Established (20-50),12.384223015005313,0,0
20,RL,10197,Inside,1Fam,5,1961,1961,WdShing,374.0,1362.0,163000.0,High,Low,Very Low,Medium,Very Low,1960,59,Mature (50-100),12.001511614739405,0,0
20,RL,12416,Inside,1Fam,5,1986,1986,VinylSd,208.0,1606.0,184000.0,Very High,High,Medium,Very High,Very Low,1980,34,Established (20-50),12.122696471358964,0,0
20,RL,12615,Corner,1Fam,7,1950,2001,WdShing,0.0,1202.0,243000.0,High,Low,High,Very High,Very Low,1950,70,Mature (50-100),12.400820837540556,1,0
60,RL,10029,Corner,1Fam,5,1988,1989,Plywood,0.0,1151.0,211000.0,High,High,Medium,Medium,Very Low,1980,32,Established (20-50),12.259618151783465,1,0
50,RL,13650,Inside,1Fam,5,1958,1958,MetalSd,441.0,1052.0,172500.0,Medium,Low,Very Low,Very High,Very Low,1950,62,Mature (50-100),12.058158312538197,0,0
20,RL,17423,CulDSac,1Fam,5,2008,2009,VinylSd,0.0,2216.0,501837.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),13.126032637428713,1,1
30,RM,8520,Inside,1Fam,6,1923,2006,Wd Sdng,0.0,968.0,100000.0,Medium,Very Low,Very High,Low,Very Low,1920,97,Mature (50-100),11.51293546492023,1,0
160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0.0,756.0,177000.0,Low,High,High,Very Low,Very Low,2000,20,Recent (10-20),12.083910661257521,0,0
70,RL,7588,Inside,1Fam,6,1920,1950,Stucco,0.0,793.0,200100.0,Low,Very Low,Very Low,Low,Very Low,1920,100,Mature (50-100),12.206577518060588,1,0
20,RL,9060,Inside,1Fam,6,1957,2006,Wd Sdng,0.0,0.0,120000.0,Very Low,Low,Very High,Medium,Very Low,1950,63,Mature (50-100),11.695255355062795,1,0
50,RM,11426,Inside,1Fam,5,2003,2003,VinylSd,0.0,1362.0,200000.0,High,High,High,High,Very Low,2000,17,Recent (10-20),12.206077645517674,0,0
50,RL,7438,Inside,1Fam,8,1908,1991,AsbShng,0.0,504.0,127000.0,Very Low,Very Low,Medium,Low,Very Low,1900,112,Historic (100+),11.751950239425476,1,0
75,RM,22950,Inside,1Fam,9,1892,1993,Wd Sdng,0.0,1107.0,475000.0,High,Very Low,Medium,Very High,Very Low,1890,128,Historic (100+),13.07107218827772,1,0
80,RL,9947,CulDSac,1Fam,5,1990,1991,HdBoard,0.0,1188.0,173000.0,High,High,Medium,Medium,Very Low,1990,30,Established (20-50),12.06105265381003,1,1
50,RL,10410,Inside,1Fam,7,1916,1987,HdBoard,0.0,660.0,135000.0,Very Low,Very Low,Medium,High,Very Low,1910,104,Historic (100+),11.813037464800539,1,0
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0.0,1086.0,153337.0,Medium,Medium,Low,Very Low,Very Low,1970,41,Established (20-50),11.940399914116648,0,0
120,RL,4923,Inside,TwnhsE,5,2001,2002,CemntBd,0.0,1593.0,286000.0,Very High,High,High,Very Low,Very Low,2000,19,Recent (10-20),12.563750586299374,1,0
70,RL,10570,Inside,1Fam,8,1932,1994,BrkFace,0.0,853.0,315000.0,Low,Very Low,Medium,High,Very Low,1930,88,Mature (50-100),12.660331092405906,1,0
60,RL,7472,CulDSac,1Fam,9,1972,2004,HdBoard,0.0,725.0,184000.0,Very Low,Medium,High,Low,Very Low,1970,48,Established (20-50),12.122696471358964,1,1
20,RL,9017,Inside,1Fam,5,1999,1999,VinylSd,0.0,1431.0,192000.0,Very High,High,High,Medium,Very Low,1990,21,Established (20-50),12.165255859329688,0,0
160,RM,2522,Inside,Twnhs,5,2004,2004,VinylSd,0.0,970.0,130000.0,Medium,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),11.775297421715827,0,0
20,RL,7180,Inside,1Fam,7,1972,1972,HdBoard,0.0,864.0,127000.0,Low,Medium,Low,Low,Very Low,1970,48,Established (20-50),11.751950239425476,0,0
160,RL,2280,FR2,Twnhs,6,1976,1976,Plywood,0.0,855.0,148500.0,Low,Medium,Low,Very Low,Very Low,1970,44,Established (20-50),11.908346971208951,0,0
20,RL,9416,Inside,1Fam,5,2007,2007,CemntBd,0.0,1726.0,311872.0,Very High,Very High,Very High,Medium,Very Low,2000,13,Recent (10-20),12.650351332641707,0,0
75,RL,25419,Corner,1Fam,4,1918,1990,Stucco,184.0,1360.0,235000.0,High,Very Low,Medium,Very High,Very Low,1910,102,Historic (100+),12.367345048436391,1,0
75,RM,5520,Corner,1Fam,6,1912,1950,Wd Sdng,0.0,755.0,104000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1910,108,Historic (100+),11.552155793461898,1,0
20,RL,9591,Inside,1Fam,5,2004,2005,VinylSd,0.0,1713.0,274900.0,Very High,Very High,High,Medium,Very Low,2000,16,Recent (10-20),12.524166311833152,1,0
20,RM,8546,Corner,1Fam,5,2003,2004,VinylSd,0.0,1121.0,140000.0,High,High,High,Low,Very Low,2000,17,Recent (10-20),11.849404844423074,1,0
20,RL,10125,Inside,1Fam,6,1977,1977,Plywood,279.0,1196.0,171500.0,High,Medium,Low,Medium,Very Low,1970,43,Established (20-50),12.052344376474922,0,0
50,RL,7000,Corner,1Fam,6,1924,1950,MetalSd,0.0,617.0,112000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1920,96,Mature (50-100),11.626263078808801,1,0
120,RM,4438,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,848.0,149000.0,Low,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),11.91170829631447,0,0
50,RM,3500,Inside,1Fam,7,1947,1950,AsbShng,0.0,720.0,110000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1940,73,Mature (50-100),11.608244735642321,1,0
20,RL,11851,Corner,1Fam,5,1990,1990,HdBoard,0.0,1424.0,180500.0,Very High,High,Medium,High,Very Low,1990,30,Established (20-50),12.103491596905931,0,0
20,RL,13673,CulDSac,1Fam,5,1962,1962,HdBoard,0.0,1140.0,143900.0,High,Low,Low,Very High,Very Low,1960,58,Mature (50-100),11.87688084212164,0,1
20,RL,12493,Inside,1Fam,5,1960,1960,Wd Sdng,306.0,1100.0,141000.0,High,Low,Very Low,Very High,Very Low,1960,60,Mature (50-100),11.856522261533737,0,0
60,RL,14364,Inside,1Fam,5,1988,1989,Plywood,0.0,1157.0,277000.0,High,High,Medium,Very High,Very Low,1980,32,Established (20-50),12.531776395271262,1,0
20,RL,8250,Inside,1Fam,7,1964,1964,HdBoard,0.0,1092.0,145000.0,High,Low,Low,Low,Very Low,1960,56,Mature (50-100),11.884495917930655,0,0
30,RL,5604,Inside,1Fam,6,1925,1950,Stucco,0.0,864.0,98000.0,Low,Very Low,Very Low,Very Low,Very Low,1920,95,Mature (50-100),11.49273296168228,1,0
20,RL,10420,Corner,1Fam,5,2009,2009,VinylSd,0.0,1212.0,186000.0,High,Very High,Very High,High,Very Low,2000,11,Recent (10-20),12.133507329024972,0,0
60,FV,8640,Inside,1Fam,5,2009,2009,VinylSd,0.0,900.0,252678.0,Low,Very High,Very High,Low,Very Low,2000,11,Recent (10-20),12.439875187430008,0,0
20,RL,13568,CulDSac,1Fam,5,1995,1995,VinylSd,0.0,990.0,156000.0,Medium,High,Medium,Very High,Very Low,1990,25,Established (20-50),11.957617696467539,0,1
60,RL,10900,FR2,1Fam,7,1977,1977,HdBoard,0.0,689.0,161750.0,Very Low,Medium,Low,High,Very Low,1970,43,Established (20-50),11.993813394724253,0,0
20,RL,10011,Inside,1Fam,6,1957,1996,HdBoard,0.0,1070.0,134450.0,Medium,Low,Medium,Medium,Very Low,1950,63,Mature (50-100),11.808955099378537,1,0
20,RL,8450,Inside,1Fam,5,2004,2004,VinylSd,0.0,1436.0,210000.0,Very High,Very High,High,Low,Very Low,2000,16,Recent (10-20),12.25486757159303,0,0
70,RM,9906,Inside,1Fam,4,1925,1950,MetalSd,0.0,686.0,107000.0,Very Low,Very Low,Very Low,Medium,Very Low,1920,95,Mature (50-100),11.580593459194764,1,0
50,RL,15660,Corner,1Fam,9,1939,2006,VinylSd,0.0,798.0,311500.0,Low,Very Low,Very High,Very High,Very Low,1930,81,Mature (50-100),12.649157827477366,1,0
120,RL,3010,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1248.0,167240.0,High,Very High,Very High,Very Low,Very Low,2000,15,Recent (10-20),12.027191164883384,1,0
20,RL,8990,Inside,1Fam,5,2006,2006,VinylSd,0.0,1498.0,204900.0,Very High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.230282214644559,0,0
60,RL,8068,Inside,1Fam,5,2002,2002,VinylSd,0.0,1010.0,200000.0,Medium,High,High,Low,Very Low,2000,18,Recent (10-20),12.206077645517674,0,0
60,RL,11475,Inside,1Fam,6,1975,1975,VinylSd,0.0,713.0,179900.0,Very Low,Medium,Low,High,Very Low,1970,45,Established (20-50),12.100161978566867,0,0
20,RL,10500,FR2,1Fam,6,1971,1971,HdBoard,180.0,864.0,97000.0,Low,Medium,Low,High,Very Low,1970,49,Established (20-50),11.48247656671073,0,0
20,RL,13472,Inside,1Fam,5,2003,2003,VinylSd,0.0,2392.0,386250.0,Very High,High,High,Very High,Very Low,2000,17,Recent (10-20),12.864242696187505,0,0
160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0.0,630.0,112000.0,Very Low,Medium,Low,Very Low,Very Low,1970,49,Established (20-50),11.626263078808801,0,0
60,RL,9950,Inside,1Fam,5,1995,1995,VinylSd,0.0,1203.0,290000.0,High,High,Medium,Medium,Very Low,1990,25,Established (20-50),12.577639650232573,0,0
160,RM,1869,Inside,Twnhs,6,1970,1970,HdBoard,0.0,483.0,106000.0,Very Low,Medium,Low,Very Low,Very Low,1970,50,Established (20-50),11.571203807011969,0,0
20,RL,8521,FR2,1Fam,5,1967,1967,HdBoard,0.0,912.0,125000.0,Medium,Medium,Low,Low,Very Low,1960,53,Mature (50-100),11.736077016252437,0,0
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1373.0,192500.0,High,Very High,Very High,Very Low,Very Low,2000,15,Recent (10-20),12.167856627501678,1,0
20,RL,8760,Inside,1Fam,6,1959,1959,MetalSd,0.0,1194.0,148000.0,High,Low,Very Low,Low,Very Low,1950,61,Mature (50-100),11.904974309480183,0,0
60,RL,15138,Inside,1Fam,5,1995,1996,VinylSd,0.0,1462.0,403000.0,Very High,High,Medium,Very High,Very Low,1990,25,Established (20-50),12.90669432231532,1,0
160,RM,1680,Inside,Twnhs,5,1972,1972,HdBoard,0.0,483.0,94500.0,Very Low,Medium,Low,Very Low,Very Low,1970,48,Established (20-50),11.456365695436427,0,0
20,RL,10650,Corner,1Fam,6,1976,1976,HdBoard,712.0,894.0,128200.0,Low,Medium,Low,High,Very Low,1970,44,Established (20-50),11.761354623750297,0,0
60,RL,7851,Inside,1Fam,5,2002,2002,VinylSd,0.0,860.0,216500.0,Low,High,High,Low,Very Low,2000,18,Recent (10-20),12.285350445351659,0,0
160,RM,1680,Inside,TwnhsE,3,1971,1971,HdBoard,0.0,483.0,89500.0,Very Low,Medium,Low,Very Low,Very Low,1970,49,Established (20-50),11.402005077384885,0,0
20,RL,8773,FR2,1Fam,5,2004,2004,VinylSd,0.0,1414.0,185500.0,Very High,Very High,High,Low,Very Low,2000,16,Recent (10-20),12.130815551850676,0,0
60,RL,9453,CulDSac,1Fam,7,1993,2003,HdBoard,0.0,996.0,194500.0,Medium,High,High,Medium,Very Low,1990,27,Established (20-50),12.178192583415596,1,1
20,RL,12030,Inside,1Fam,5,2007,2007,VinylSd,0.0,1694.0,318000.0,Very High,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.669809806411457,0,0
50,RL,8741,Inside,1Fam,4,1945,1950,VinylSd,0.0,735.0,113000.0,Very Low,Very Low,Very Low,Low,Very Low,1940,75,Mature (50-100),11.635151947212842,1,0
20,FV,9000,Inside,1Fam,5,2008,2008,VinylSd,0.0,1566.0,262500.0,Very High,Very High,Very High,Medium,Very Low,2000,12,Recent (10-20),12.47801017053037,0,0
30,RM,3880,Inside,1Fam,9,1945,1997,VinylSd,0.0,686.0,110500.0,Very Low,Very Low,Medium,Very Low,Very Low,1940,75,Mature (50-100),11.612779849672751,1,0
50,RM,5000,Corner,1Fam,4,1900,1950,Wd Sdng,0.0,540.0,79000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1900,120,Historic (100+),11.277215789596893,1,0
160,RL,10762,Corner,TwnhsE,6,1980,1980,Plywood,0.0,626.0,120000.0,Very Low,Medium,Low,High,Very Low,1980,40,Established (20-50),11.695255355062795,0,0
60,RL,8880,Inside,1Fam,5,1994,2002,VinylSd,0.0,948.0,205000.0,Medium,High,High,Medium,Very Low,1990,26,Established (20-50),12.230770136157428,1,0
20,RL,10400,Inside,1Fam,5,1988,1988,Wd Sdng,0.0,1845.0,241500.0,Very High,High,Medium,High,Very Low,1980,32,Established (20-50),12.394628892852941,0,0
190,RM,9142,Inside,2fmCon,8,1910,1950,AsbShng,0.0,1020.0,137000.0,Medium,Very Low,Very Low,Medium,Very Low,1910,110,Historic (100+),11.827743504053695,1,0
20,RL,11310,Inside,1Fam,5,1954,1954,Wd Sdng,0.0,1367.0,140000.0,High,Low,Very Low,High,Very Low,1950,66,Mature (50-100),11.849404844423074,0,0
60,RL,11317,Inside,1Fam,5,2003,2003,VinylSd,0.0,840.0,180000.0,Low,High,High,High,Very Low,2000,17,Recent (10-20),12.100717685412471,0,0
50,RL,159000,CulDSac,1Fam,7,1958,2006,Wd Sdng,0.0,1444.0,277000.0,Very High,Low,Very High,Very High,Very Low,1950,62,Mature (50-100),12.531776395271262,1,1
30,RL,5350,Inside,1Fam,2,1940,1966,Wd Sdng,0.0,728.0,76500.0,Very Low,Very Low,Low,Very Low,Very Low,1940,80,Mature (50-100),11.245059091624615,1,0
120,RM,4750,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1573.0,235000.0,Very High,Very High,Very High,Very Low,Very Low,2000,14,Recent (10-20),12.367345048436391,1,0
60,RL,8366,Inside,1Fam,5,2004,2004,VinylSd,0.0,798.0,173000.0,Low,Very High,High,Low,Very Low,2000,16,Recent (10-20),12.06105265381003,0,0
80,RL,9350,Inside,1Fam,7,1964,1991,HdBoard,580.0,1302.0,158000.0,High,Low,Medium,Medium,Very Low,1960,56,Mature (50-100),11.970356641102999,1,0
20,RL,8400,Inside,1Fam,6,1957,1957,MetalSd,0.0,1314.0,145000.0,High,Low,Very Low,Low,Very Low,1950,63,Mature (50-100),11.884495917930655,0,0
60,RL,8738,Inside,1Fam,5,1999,1999,VinylSd,0.0,975.0,230000.0,Medium,High,High,Low,Very Low,1990,21,Established (20-50),12.345838935721968,0,0
60,FV,8791,Inside,1Fam,5,2003,2003,VinylSd,0.0,864.0,207500.0,Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.242891437918386,0,0
20,RL,8814,Inside,1Fam,5,2006,2006,VinylSd,0.0,1604.0,220000.0,Very High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.301387370778713,0,0
60,RL,12435,Inside,1Fam,5,2001,2001,VinylSd,0.0,963.0,231500.0,Medium,High,High,Very High,Very Low,2000,19,Recent (10-20),12.352339472153524,0,0
20,RM,12702,Inside,1Fam,5,1956,1956,BrkFace,0.0,0.0,97000.0,Very Low,Low,Very Low,Very High,Very Low,1950,64,Mature (50-100),11.48247656671073,0,0
80,RL,19296,Corner,1Fam,5,1962,1962,Wd Sdng,690.0,1362.0,176000.0,High,Low,Low,Very High,Very Low,1960,58,Mature (50-100),12.07824495582233,0,0
60,RL,9588,Inside,1Fam,5,2007,2007,CemntBd,0.0,1482.0,276000.0,Very High,Very High,Very High,Medium,Very Low,2000,13,Recent (10-20),12.52815976788113,0,0
80,RL,8471,Corner,1Fam,7,1977,1995,HdBoard,0.0,506.0,151000.0,Very Low,Medium,Medium,Low,Very Low,1970,43,Established (20-50),11.92504173829169,1,0
50,RM,5500,Corner,1Fam,7,1929,2001,Wd Sdng,692.0,926.0,130000.0,Medium,Very Low,High,Very Low,Very Low,1920,91,Mature (50-100),11.775297421715827,1,0
30,RM,5232,Inside,1Fam,5,1925,2004,Wd Sdng,0.0,680.0,73000.0,Very Low,Very Low,High,Very Low,Very Low,1920,95,Mature (50-100),11.19822841866684,1,0
20,RL,12090,Inside,1Fam,6,1981,1981,MetalSd,228.0,1422.0,175500.0,Very High,Medium,Medium,High,Very Low,1980,39,Established (20-50),12.075400019877522,0,0
60,RL,11207,FR2,1Fam,5,1997,1997,VinylSd,0.0,802.0,185000.0,Low,High,Medium,High,Very Low,1990,23,Established (20-50),12.128116509451258,0,0
75,RL,8400,Inside,1Fam,8,1939,1997,Wd Sdng,0.0,720.0,179500.0,Very Low,Very Low,Medium,Low,Very Low,1930,81,Mature (50-100),12.097936057925594,1,0
30,RM,6900,Inside,1Fam,6,1940,1955,VinylSd,125.0,740.0,120500.0,Very Low,Very Low,Very Low,Very Low,Very Low,1940,80,Mature (50-100),11.699413330633599,1,0
20,RL,7917,Corner,1Fam,7,1976,1976,HdBoard,0.0,1143.0,148000.0,High,Medium,Low,Low,Very Low,1970,44,Established (20-50),11.904974309480183,0,0
60,FV,10728,Inside,1Fam,5,2006,2006,VinylSd,0.0,1095.0,266000.0,High,Very High,Very High,High,Very Low,2000,14,Recent (10-20),12.491255347155265,0,0
20,RL,39104,CulDSac,1Fam,7,1954,2005,Plywood,1063.0,1385.0,241500.0,High,Low,High,Very High,Very Low,1950,66,Mature (50-100),12.394628892852941,1,1
60,RL,11764,CulDSac,1Fam,7,1999,2007,VinylSd,0.0,1152.0,290000.0,High,High,Very High,High,Very Low,1990,21,Established (20-50),12.577639650232573,1,1
20,RL,9600,Inside,1Fam,6,1958,1988,Wd Sdng,620.0,1240.0,139000.0,High,Low,Medium,Medium,Very Low,1950,62,Mature (50-100),11.842236406331555,1,0
20,RL,8314,Corner,1Fam,7,1982,1982,HdBoard,0.0,816.0,124500.0,Low,Medium,Medium,Low,Very Low,1980,38,Established (20-50),11.732069026983156,0,0
50,RL,7264,Inside,1Fam,7,1925,2007,Wd Sdng,0.0,952.0,205000.0,Medium,Very Low,Very High,Low,Very Low,1920,95,Mature (50-100),12.230770136157428,1,0
20,RL,9196,Inside,1Fam,5,2003,2003,VinylSd,0.0,1560.0,201000.0,Very High,High,High,Medium,Very Low,2000,17,Recent (10-20),12.211065162153215,0,0
20,RL,19138,Corner,1Fam,5,1951,1951,VinylSd,0.0,864.0,141000.0,Low,Low,Very Low,Very High,Very Low,1950,69,Mature (50-100),11.856522261533737,0,0
20,RL,14450,Inside,1Fam,5,2006,2007,CemntBd,0.0,2121.0,415298.0,Very High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.936754021718041,1,0
60,RL,10005,Inside,1Fam,5,1977,1977,Plywood,0.0,1160.0,192000.0,High,Medium,Low,Medium,Very Low,1970,43,Established (20-50),12.165255859329688,0,0
60,RL,11287,Inside,1Fam,6,1989,1989,Plywood,0.0,807.0,228500.0,Low,High,Medium,High,Very Low,1980,31,Established (20-50),12.339295865674435,0,0
20,FV,7200,Inside,1Fam,5,2006,2006,VinylSd,0.0,1262.0,185000.0,High,Very High,Very High,Low,Very Low,2000,14,Recent (10-20),12.128116509451258,0,0
120,RL,5063,Inside,Twnhs,5,2007,2008,VinylSd,0.0,1314.0,207500.0,High,Very High,Very High,Very Low,Very Low,2000,13,Recent (10-20),12.242891437918386,1,0
20,RL,9612,Inside,1Fam,5,2008,2009,VinylSd,0.0,1468.0,244600.0,Very High,Very High,Very High,Medium,Very Low,2000,12,Recent (10-20),12.407383590534293,1,0
120,RL,8012,Inside,TwnhsE,5,1992,1992,Plywood,0.0,1575.0,179200.0,Very High,High,Medium,Low,Very Low,1990,28,Established (20-50),12.09626335986454,0,0
160,FV,4251,Inside,TwnhsE,5,2006,2007,MetalSd,0.0,625.0,164700.0,Very Low,Very High,Very High,Very Low,Very Low,2000,14,Recent (10-20),12.011886987792716,1,0
50,RL,9786,Inside,1Fam,7,1962,1981,Wd Sdng,0.0,912.0,159000.0,Medium,Low,Medium,Medium,Very Low,1960,58,Mature (50-100),11.976665770490767,1,0
20,RL,8125,Corner,1Fam,4,1971,1971,HdBoard,0.0,858.0,88000.0,Low,Medium,Low,Low,Very Low,1970,49,Established (20-50),11.385103457032141,0,0
20,RL,9819,Inside,1Fam,5,1967,1967,MetalSd,0.0,882.0,122000.0,Low,Medium,Low,Medium,Very Low,1960,53,Mature (50-100),11.711784520403112,0,0
70,RL,8730,Inside,1Fam,7,1915,2003,Wd Sdng,0.0,698.0,153575.0,Very Low,Very Low,High,Low,Very Low,1910,105,Historic (100+),11.941950837487406,1,0
60,RL,15611,Inside,1Fam,5,2006,2006,VinylSd,0.0,1079.0,233230.0,Medium,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.359784657728284,0,0
190,RL,5687,Inside,2fmCon,6,1912,2000,VinylSd,0.0,780.0,135900.0,Low,Very Low,High,Very Low,Very Low,1910,108,Historic (100+),11.819681958463892,1,0
50,RL,11409,Inside,1Fam,4,1949,2008,Wd Sdng,0.0,768.0,131000.0,Low,Low,Very High,High,Very Low,1940,71,Mature (50-100),11.782960235741939,1,0
60,RL,16659,Corner,1Fam,7,1977,1994,Plywood,0.0,795.0,235000.0,Low,Medium,Medium,Very High,Very Low,1970,43,Established (20-50),12.367345048436391,1,0
20,RL,9600,Inside,1Fam,5,1953,1953,HdBoard,0.0,1416.0,167000.0,Very High,Low,Very Low,Medium,Very Low,1950,67,Mature (50-100),12.025755079404917,0,0
80,RL,7937,CulDSac,1Fam,6,1984,1984,HdBoard,0.0,1003.0,142500.0,Medium,Medium,Medium,Low,Very Low,1980,36,Established (20-50),11.86710429621008,0,1
50,RM,13710,Inside,1Fam,5,1950,1950,Wd Sdng,0.0,910.0,152000.0,Low,Low,Very Low,Very High,Very Low,1950,70,Mature (50-100),11.931642378754141,0,0
60,FV,7399,Inside,1Fam,5,1997,1998,VinylSd,0.0,975.0,239000.0,Medium,High,Medium,Low,Very Low,1990,23,Established (20-50),12.384223015005313,1,0
60,RL,11700,Inside,1Fam,6,1968,1968,HdBoard,175.0,702.0,175000.0,Very Low,Medium,Low,High,Very Low,1960,52,Mature (50-100),12.07254696717504,0,0
20,RL,14000,Inside,1Fam,8,1950,2004,HdBoard,0.0,1092.0,158500.0,High,Low,High,Very High,Very Low,1950,70,Mature (50-100),11.973516181427835,1,0
190,RL,15750,Corner,2fmCon,5,1953,1953,MetalSd,0.0,1165.0,157000.0,High,Low,Very Low,Very High,Very Low,1950,67,Mature (50-100),11.964007453736912,0,0
60,RL,16226,Inside,1Fam,5,1998,1999,VinylSd,0.0,1028.0,267000.0,Medium,High,High,Very High,Very Low,1990,22,Established (20-50),12.495007682693725,1,0
20,RL,13704,Corner,1Fam,5,2001,2002,VinylSd,0.0,1541.0,205000.0,Very High,High,High,Very High,Very Low,2000,19,Recent (10-20),12.230770136157428,1,0
